timeS,t1,t2,t3,t4,t5,t6,t7,t8,t9
1.68E+18,29,0.019038097,-0.056271432,0.035941628,0.001291706,0.112542863,9.00E-05,0.143929492,4.644000053
1.68E+18,30,0.019038097,-0.056271432,0.035941628,0.001291706,0.112542863,9.00E-05,0.109490222,4.644000053
1.68E+18,31,0.019038097,-0.056271432,0.035941628,0.001291706,0.112542863,9.64E-05,0.109490222,4.732000351
1.68E+18,31,0.019323821,-0.057131235,0.03623496,0.001572454,0.11426247,0.000115815,0.116240424,4.732000351
1.68E+18,31,0.019323821,-0.057131235,0.03623496,0.001572454,0.11426247,0.000109383,0.116240424,4.732000351
1.68E+18,31,0.019323821,-0.057131235,0.03623496,0.001572454,0.11426247,0.000148073,0.076613748,4.732000351
1.68E+18,31,0.019323821,-0.057131235,0.03623496,0.001572454,0.11426247,0.000148073,0.089302068,4.580000401
1.68E+18,32,0.019323821,-0.057131235,0.03623496,0.001572454,0.11426247,0.000103026,0.087512285,4.580000401
1.68E+18,31,0.019323821,-0.057131235,0.03623496,0.001572454,0.11426247,0.000103026,0.08850065,4.580000401
1.68E+18,30,0.020153293,-0.057393619,0.035946593,0.001293733,0.114787239,0.00010289,0.069508593,4.580000401
1.68E+18,31,0.020153293,-0.057393619,0.035946593,0.001293733,0.114787239,6.42E-05,0.063525545,4.620000362
1.68E+18,30,0.020153293,-0.057393619,0.035946593,0.001293733,0.114787239,5.77E-05,0.062834059,4.620000362
1.68E+18,30,0.020153293,-0.057393619,0.035946593,0.001293733,0.114787239,7.07E-05,0.068818507,4.620000362
1.68E+18,29,0.020443893,-0.057684955,0.035662101,0.001578961,0.115369911,6.43E-05,0.058338957,4.620000362
1.68E+18,22,0.045076517,-0.065123955,0.027486183,-0.007438745,0.1451254,0.000154135,0.121033747,4.56000042
1.68E+18,2,0.141952412,-0.110776797,0.024732917,-0.055908531,0.333370657,0.001316291,0.125799706,4.56000042
1.68E+18,3,0.141952412,-0.110776797,0.024732917,-0.055908531,0.333370657,0.002325195,0.136978341,4.56000042
1.68E+18,5,0.141953139,-0.110776231,0.024733569,-0.055910478,0.333373417,0.011663654,0.145077105,4.56000042
1.68E+18,7,0.141953139,-0.110776231,0.024733569,-0.055910478,0.333373417,0.03489205,0.581484912,4.692000389
1.68E+18,9,0.141953139,-0.110776231,0.024733569,-0.055910478,0.333373417,0.074422556,0.885702199,4.692000389
1.68E+18,4,0.153044372,-0.134419622,0.062393049,-0.081017799,0.430874842,0.136313578,1.349027671,4.692000389
1.68E+18,1,-0.116193498,0.255461051,-0.012985554,-0.126281998,0.510922102,0.228746075,2.361260543,4.692000389
1.68E+18,2,-0.149892781,0.20759069,-0.050620125,-0.007077783,0.415181379,0.257570684,2.164389907,4.812000275
1.68E+18,3,-0.149892781,0.20759069,-0.050620125,-0.007077783,0.415181379,0.217161656,2.506783457,4.812000275
1.68E+18,4,-0.164859838,0.215005436,-0.025586344,-0.024559253,0.430010871,0.153965282,2.837510698,4.812000275
1.68E+18,5,-0.171341232,0.205575966,-0.002105235,-0.032129498,0.411151932,0.057368595,3.00602301,4.812000275
1.68E+18,6,-0.179575888,0.19359576,-0.012021644,-0.001998228,0.38719152,0.081234773,2.230126828,4.812000275
1.68E+18,6,-0.235954897,0.111572639,0.194962517,-0.070580258,0.61307031,0.182863901,1.983842187,5.880000114
1.68E+18,6,-0.235954897,0.111572639,0.194962517,-0.070580258,0.61307031,0.264079449,1.967750977,5.880000114
1.68E+18,6,-0.235954897,0.111572639,0.194962517,-0.070580258,0.61307031,0.248425433,1.981059667,5.880000114
1.68E+18,12,-0.553756945,0.220739816,0.312319386,0.020697744,1.107513891,0.213893022,1.981059667,5.880000114
1.68E+18,12,-0.553756945,0.220739816,0.312319386,0.020697744,1.107513891,0.122275026,1.035156559,6.948000431
1.68E+18,10,-0.539512545,0.215846767,0.307059261,0.016606517,1.079025089,0.035963592,0.659818473,6.948000431
1.68E+18,1,-0.39611539,-0.069830408,-4.93E-05,0.465995136,0.931990272,0.030858932,2.537667453,6.948000431
1.68E+18,2,-0.439891143,-0.187565146,-0.072536022,0.699992311,1.399984621,0.200119388,8.58682993,6.948000431
1.68E+18,3,-0.422851178,-0.21178268,-0.070002417,0.704636275,1.409272549,0.679271471,11.30435752,5.944000244
1.68E+18,4,-0.375061156,-0.222787811,-0.08298709,0.680836056,1.361672113,1.146034629,11.30435752,5.944000244
1.68E+18,5,-0.259160809,-0.218917469,-0.286173212,0.764251489,1.528502979,1.223835269,13.87828037,5.944000244
1.68E+18,5,-0.31922344,-0.273132224,-0.028861295,0.621216958,1.242433917,1.078709083,14.46949998,5.944000244
1.68E+18,6,-0.329340184,-0.283933911,0.016149384,0.597124711,1.22654819,0.74072753,15.27329622,8.536000252
1.68E+18,7,-0.330323411,-0.279119472,0.01465965,0.594783233,1.218885765,0.741941733,10.785676,8.536000252
1.68E+18,5,-0.381243127,-0.029787426,-0.062491295,0.473521848,0.947043697,0.744420292,9.426341534,8.536000252
1.68E+18,5,-0.360806299,-0.035651562,-0.068157763,0.464615623,0.929231246,0.63027458,9.119871661,8.536000252
1.68E+18,5,-0.360806299,-0.035651562,-0.068157763,0.464615623,0.929231246,0.583332009,13.21335021,7.760000229
1.68E+18,6,-0.336061763,0.001680399,-0.032084186,0.366465549,0.736291897,0.531373539,14.57632542,7.760000229
1.68E+18,5,-0.371871804,-0.052346036,-0.084289501,0.50850734,1.01701468,0.598652624,13.83563215,7.760000229
1.68E+18,4,-0.371871804,-0.052346036,-0.084289501,0.50850734,1.01701468,0.685553982,13.20762984,7.760000229
1.68E+18,3,-0.377590712,-0.024555392,-0.092626754,0.494772859,0.989545717,0.471671263,12.97014138,11.90800095
1.68E+18,2,-0.377590712,-0.024555392,-0.092626754,0.494772859,0.989545717,0.418351703,7.557278529,11.90800095
1.68E+18,3,-0.396828039,-0.054704279,0.002959662,0.448572657,0.903064637,0.22997813,6.265809613,11.90800095
1.68E+18,3,-0.396828039,-0.054704279,0.002959662,0.448572657,0.903064637,0.19343456,5.078540282,11.90800095
1.68E+18,3,-0.396828039,-0.054704279,0.002959662,0.448572657,0.903064637,0.300880831,7.680337974,11.90800095
1.68E+18,3,-0.403304787,-0.052901879,0.004872009,0.451334657,0.912413332,0.511517524,10.24406231,7.668000221
1.68E+18,4,-0.470912361,-0.034087518,0.024834065,0.480165814,1.009999758,0.553477425,11.29978442,7.668000221
1.68E+18,2,-0.295880045,-0.082796872,-0.026846606,0.405523523,0.811047046,0.570581599,10.71299851,7.668000221
1.68E+18,7,-0.212005773,0.026459717,0.089074739,0.096471318,0.424011546,0.622221943,10.71299851,7.668000221
1.68E+18,7,-0.212005773,0.026459717,0.089074739,0.096471318,0.424011546,0.52442924,8.392769412,23.38800049
1.68E+18,7,-0.184702145,-0.07657205,0.126810664,0.134463531,0.52254839,0.482382298,8.790379242,23.38800049
1.68E+18,7,-0.214137374,-0.167767301,0.288399419,0.093505256,0.76380935,0.400663375,11.36972696,23.38800049
1.68E+18,8,-0.214137374,-0.167767301,0.288399419,0.093505256,0.76380935,0.436863139,12.08397687,23.38800049
1.68E+18,4,-0.268601619,-0.289125838,0.540007632,0.017719825,1.115454914,0.388486221,13.21403968,23.38800049
1.68E+18,4,-0.225636628,-0.29847011,0.519764598,0.00434214,1.048213476,0.530983464,13.21403968,12.31600094
1.68E+18,4,-0.225636628,-0.29847011,0.519764598,0.00434214,1.048213476,0.544016973,10.17925215,12.31600094
1.68E+18,4,-0.220448011,-0.293769513,0.529947772,-0.015730249,1.059895544,0.617347568,9.679526537,12.31600094
1.68E+18,3,-0.220448011,-0.293769513,0.529947772,-0.015730249,1.059895544,0.647079319,9.634913855,12.31600094
1.68E+18,3,-0.192596867,-0.299877149,0.516716447,-0.02424243,1.033432894,0.633556183,11.55422216,6.684000492
1.68E+18,4,-0.171897768,-0.281928355,0.555599953,-0.10177383,1.111199906,1.035342663,13.21793947,6.684000492
1.68E+18,4,-0.156239904,-0.268350964,0.585013437,-0.160422568,1.170026874,1.358725168,14.24379834,6.684000492
1.68E+18,4,-0.173156276,-0.202824474,0.553235831,-0.177255082,1.106471663,1.241832957,16.27857229,6.684000492
1.68E+18,3,-0.173156276,-0.202824474,0.553235831,-0.177255082,1.106471663,0.95329139,16.5055512,5.936000347
1.68E+18,3,-0.132812895,-0.163928665,0.433853249,-0.13711169,0.867706497,0.590413358,14.66490255,5.936000347
1.68E+18,3,-0.132812895,-0.163928665,0.433853249,-0.13711169,0.867706497,0.336763745,8.033214151,5.936000347
1.68E+18,4,-0.132812895,-0.163928665,0.433853249,-0.13711169,0.867706497,0.318136801,6.992008648,5.936000347
1.68E+18,5,-0.181555387,-0.210922215,0.353259821,0.03921778,0.784955203,0.499556074,7.827092611,6.316000462
1.68E+18,5,-0.181555387,-0.210922215,0.353259821,0.03921778,0.784955203,0.690766935,5.944554411,6.316000462
1.68E+18,6,-0.232171792,-0.217557892,0.341879708,0.107849976,0.899459367,0.905646511,5.389356486,6.316000462
1.68E+18,7,-0.232171792,-0.217557892,0.341879708,0.107849976,0.899459367,0.853812003,4.934870383,6.316000462
1.68E+18,8,-0.187620099,-0.172158256,0.187647603,0.172130751,0.719556709,0.629224233,8.29650727,6.316000462
1.68E+18,8,-0.170842365,-0.237671481,0.21217558,0.196338265,0.817027691,0.484109788,5.671111614,13.81200027
1.68E+18,9,-0.169153748,-0.258092832,0.228471919,0.198774662,0.854493161,0.506357461,8.989034413,13.81200027
1.68E+18,9,-0.184742199,-0.196964048,0.20542316,0.176283087,0.763412495,0.385647618,8.65550375,13.81200027
1.68E+18,9,-0.19451501,-0.206590351,0.238922835,0.162182526,0.802210722,0.361985915,8.491896091,13.81200027
1.68E+18,9,-0.19451501,-0.206590351,0.238922835,0.162182526,0.802210722,0.224104579,7.335700689,10.02400017
1.68E+18,9,-0.19451501,-0.206590351,0.238922835,0.162182526,0.802210722,0.321038554,7.279493107,10.02400017
1.68E+18,8,-0.225314918,-0.198940694,0.250867906,0.173387706,0.848511225,0.6192038,5.226520984,10.02400017
1.68E+18,8,-0.224414039,-0.198009145,0.252322537,0.170100648,0.844846368,0.614805474,6.737204672,10.02400017
1.68E+18,8,-0.291153085,-0.181409507,0.278243157,0.194319436,0.945125184,0.525573164,9.781936289,7.796000481
1.68E+18,7,-0.228974678,-0.181925783,0.277436983,0.133463478,0.821800922,0.505964934,14.08103108,7.796000481
1.68E+18,6,-0.228974678,-0.181925783,0.277436983,0.133463478,0.821800922,0.729123695,13.99181747,7.796000481
1.68E+18,5,-0.244864969,-0.116348524,0.251109903,0.110103591,0.722426987,0.573237315,12.07771589,7.796000481
1.68E+18,4,-0.248719543,-0.100441177,0.244723634,0.104437086,0.698321439,0.413093076,12.3271036,8.720000267
1.68E+18,4,-0.235860182,-0.085043796,0.197562692,0.123341285,0.641807955,0.294827252,8.665184407,8.720000267
1.68E+18,3,-0.235860182,-0.085043796,0.197562692,0.123341285,0.641807955,0.230240658,3.639533394,8.720000267
1.68E+18,6,-0.20533658,0.026596209,0.010527165,0.168213206,0.41067316,0.39331712,6.625594136,8.720000267
1.68E+18,6,-0.20533658,0.026596209,0.010527165,0.168213206,0.41067316,0.468621195,12.19257243,6.020000458
1.68E+18,5,-0.20533658,0.026596209,0.010527165,0.168213206,0.41067316,0.439098253,13.20600146,6.020000458
1.68E+18,6,-0.201278746,0.031838373,0.015687276,0.153753097,0.402557493,0.487954288,15.08944231,6.020000458
1.68E+18,3,-0.229841229,-0.000343563,-0.015990926,0.246175717,0.492351435,0.507080735,15.21913117,6.020000458
1.68E+18,5,-0.194420484,0.045632119,-0.154700822,0.303489187,0.698242612,0.675784536,11.05813981,20.01200104
1.68E+18,4,-0.194420484,0.045632119,-0.154700822,0.303489187,0.698242612,0.690421409,8.046698694,20.01200104
1.68E+18,4,-0.199176955,0.039458279,-0.136074177,0.295792854,0.670502266,0.560695759,8.480642204,20.01200104
1.68E+18,4,-0.234436439,-0.006308088,0.00200421,0.238740317,0.481489054,0.299210003,6.385612759,20.01200104
1.68E+18,4,-0.242038935,-0.016176033,0.03177607,0.226438897,0.516429935,0.109550088,5.601645439,20.01200104
1.68E+18,6,-0.210466555,-0.141812903,0.074754038,0.27752542,0.704558915,0.172004395,5.312082141,14.32800102
1.68E+18,6,-0.224381972,-0.156938331,0.055811647,0.325508656,0.762640606,0.227955729,5.714659005,14.32800102
1.68E+18,6,-0.2399251,-0.152874353,0.060901185,0.331898268,0.785598906,0.315877758,5.970571728,14.32800102
1.68E+18,7,-0.2399251,-0.152874353,0.060901185,0.331898268,0.785598906,0.60739804,7.984331997,14.32800102
1.68E+18,6,-0.272688507,-0.189390127,0.015170511,0.446908123,0.924157268,0.520972727,11.06111103,8.772000313
1.68E+18,6,-0.272688507,-0.189390127,0.015170511,0.446908123,0.924157268,0.496705643,12.14051225,8.772000313
1.68E+18,6,-0.272688507,-0.189390127,0.015170511,0.446908123,0.924157268,0.557284488,12.58497568,8.772000313
1.68E+18,6,-0.272688507,-0.189390127,0.015170511,0.446908123,0.924157268,0.670547653,12.96720314,8.772000313
1.68E+18,6,-0.272688507,-0.189390127,0.015170511,0.446908123,0.924157268,0.688427314,8.840833068,8.152000427
1.68E+18,7,-0.278749223,-0.222884703,0.066782946,0.43485098,1.003267851,0.516741282,10.00736223,8.152000427
1.68E+18,7,-0.292503653,-0.238271638,0.123287272,0.407488019,1.061550581,0.348454534,9.312422096,8.152000427
1.68E+18,7,-0.292503653,-0.238271638,0.123287272,0.407488019,1.061550581,0.364040477,9.294412135,8.152000427
1.68E+18,7,-0.371563971,-0.21998085,0.150259892,0.441284929,1.183089642,0.662101252,18.13465601,7.248000145
1.68E+18,6,-0.232310498,-0.252197464,0.102751469,0.381756492,0.969015923,0.869446594,13.88663131,7.248000145
1.68E+18,6,-0.22501888,-0.245094736,0.11322555,0.356888065,0.940227231,0.929162403,22.07470531,7.248000145
1.68E+18,6,-0.223007649,-0.243135606,0.116114592,0.350028663,0.93228651,0.992832213,22.50591912,7.248000145
1.68E+18,5,-0.223458905,-0.241252084,0.115466384,0.349244604,0.929421977,1.071285666,21.43553573,14.06800079
1.68E+18,4,-0.259275287,-0.091755908,0.064017761,0.287013434,0.702062391,0.96577865,13.74000935,14.06800079
1.68E+18,4,-0.259275287,-0.091755908,0.064017761,0.287013434,0.702062391,0.82437417,13.28416375,14.06800079
1.68E+18,4,-0.259275287,-0.091755908,0.064017761,0.287013434,0.702062391,0.390301585,5.924853206,14.06800079
1.68E+18,4,-0.231579013,-0.057795954,-0.045760903,0.335135869,0.670271739,0.578313798,11.27125567,19.72400093
1.68E+18,3,-0.231579013,-0.057795954,-0.045760903,0.335135869,0.670271739,0.86105904,9.60256973,19.72400093
1.68E+18,3,-0.231579013,-0.057795954,-0.045760903,0.335135869,0.670271739,1.058973848,14.55260575,19.72400093
1.68E+18,2,-0.259245427,-0.049729493,-0.037591406,0.346566325,0.693132651,1.044602635,16.13686532,19.72400093
1.68E+18,2,-0.254082031,-0.043105676,-0.030882981,0.328070688,0.656141376,0.90708375,16.62915987,14.88000107
1.68E+18,3,-0.141457725,0.101373427,0.115441596,-0.075357298,0.433630047,0.932870419,11.38675436,14.88000107
1.68E+18,3,-0.202725883,0.022776108,0.321292358,-0.141342582,0.688136931,0.859873697,12.15982121,14.88000107
1.68E+18,4,-0.215016418,-0.146246882,0.515842684,-0.154579383,1.031685367,0.764855966,11.06343889,14.88000107
1.68E+18,4,-0.215016418,-0.146246882,0.515842684,-0.154579383,1.031685367,0.667966797,10.73281849,14.88000107
1.68E+18,5,-0.214031952,-0.281792149,0.649343222,-0.153519121,1.298686444,0.435367971,16.06397843,7.384000301
1.68E+18,5,-0.195915683,-0.285840412,0.640046505,-0.15829041,1.280093011,0.563471228,12.28968849,7.384000301
1.68E+18,4,-0.195915683,-0.285840412,0.640046505,-0.15829041,1.280093011,0.551054849,12.61235345,7.384000301
1.68E+18,4,-0.195915683,-0.285840412,0.640046505,-0.15829041,1.280093011,0.471901773,13.21456713,7.384000301
1.68E+18,4,-0.180379736,-0.289312076,0.632073931,-0.162382119,1.264147861,0.340861439,11.50159065,17.30000114
1.68E+18,4,-0.153523158,-0.295313449,0.618291954,-0.169455347,1.236583907,0.332856185,7.883664974,17.30000114
1.68E+18,4,-0.120728481,-0.26801209,0.680988722,-0.292248151,1.361977443,0.643866852,7.619253511,17.30000114
1.68E+18,5,-0.121250227,-0.26844644,0.682364787,-0.29266812,1.364729574,0.634569899,5.932719388,17.30000114
1.68E+18,5,-0.162276844,-0.115850897,0.603819407,-0.325691666,1.207638813,0.562200021,10.0483256,8.956000328
1.68E+18,5,-0.162276844,-0.115850897,0.603819407,-0.325691666,1.207638813,0.44216797,11.03379381,8.956000328
1.68E+18,5,-0.162276844,-0.115850897,0.603819407,-0.325691666,1.207638813,0.546536232,8.233290315,8.956000328
1.68E+18,4,-0.217238483,-0.173858466,0.498595452,-0.107498504,0.997190904,0.553600574,10.43673319,8.956000328
1.68E+18,4,-0.217238483,-0.173858466,0.498595452,-0.107498504,0.997190904,0.594206583,9.442242444,11.60800076
1.68E+18,4,-0.217238483,-0.173858466,0.498595452,-0.107498504,0.997190904,0.467332633,8.739886579,11.60800076
1.68E+18,4,-0.221216104,-0.178056524,0.490980303,-0.091707674,0.981960605,0.489601402,8.588641231,11.60800076
1.68E+18,4,-0.2303018,-0.177007193,0.492883757,-0.085574763,0.985767513,0.409218891,9.595915705,11.60800076
1.68E+18,4,-0.2303018,-0.177007193,0.492883757,-0.085574763,0.985767513,0.724206416,8.381836622,10.25200081
1.68E+18,4,-0.216747985,-0.162514901,0.448735299,-0.069472413,0.897470599,0.75513014,8.152342288,10.25200081
1.68E+18,3,-0.194959479,-0.250489749,0.489036222,-0.043586994,0.978072444,0.819948463,8.723372667,10.25200081
1.68E+18,3,-0.194959479,-0.250489749,0.489036222,-0.043586994,0.978072444,0.734910235,10.49872971,10.25200081
1.68E+18,6,-0.103490157,-0.136891064,0.175299837,0.065081385,0.480762443,0.379893094,7.012296899,24.41200066
1.68E+18,6,-0.117076863,-0.149971575,0.157488038,0.109560399,0.534096875,0.476362973,9.895219966,24.41200066
1.68E+18,4,0.042778105,-0.193564105,0.098127868,0.052658132,0.38712821,0.635639876,9.977923556,24.41200066
1.68E+18,4,0.042778105,-0.193564105,0.098127868,0.052658132,0.38712821,0.574620873,10.15249848,24.41200066
1.68E+18,4,0.042778105,-0.193564105,0.098127868,0.052658132,0.38712821,0.634796575,10.7347331,24.41200066
1.68E+18,4,0.042778105,-0.193564105,0.098127868,0.052658132,0.38712821,0.658225298,11.7761609,13.26400089
1.68E+18,4,0.042778105,-0.193564105,0.098127868,0.052658132,0.38712821,0.402285785,11.32861952,13.26400089
1.68E+18,4,0.042778105,-0.193564105,0.098127868,0.052658132,0.38712821,0.309485076,11.86164093,13.26400089
1.68E+18,4,0.042778105,-0.193564105,0.098127868,0.052658132,0.38712821,0.400993122,10.44016308,13.26400089
1.68E+18,5,0.044365951,-0.192336139,0.093709166,0.054261022,0.384672278,0.552086025,5.648630153,15.46000099
1.68E+18,6,0.077270509,-0.20081731,0.036069459,0.087477342,0.40163462,0.635217919,10.74181814,15.46000099
1.68E+18,5,0.078093194,-0.200206994,0.036860679,0.085253121,0.400413988,0.613042652,13.86947846,15.46000099
1.68E+18,3,-0.024246889,-0.234369659,-0.007428186,0.266044734,0.532089469,0.600918724,15.54924738,15.46000099
1.68E+18,1,-0.071749493,-0.076910792,-0.055749575,0.204409859,0.408819718,0.649939849,15.54924738,9.524000168
1.68E+18,2,-0.130542157,-0.059243051,-0.037676813,0.22746202,0.454924041,0.649939849,13.48856345,9.524000168
1.68E+18,2,-0.130542157,-0.059243051,-0.037676813,0.22746202,0.454924041,0.415061668,13.33788784,9.524000168
1.68E+18,1,-0.137511486,-0.066783894,-0.013327651,0.217623031,0.435246061,0.283635513,6.814926373,9.524000168
1.68E+18,1,-0.138889576,-0.061883766,-0.014904163,0.215677505,0.431355009,0.401277438,5.337711262,13.8560009
1.68E+18,1,-0.138889576,-0.061883766,-0.014904163,0.215677505,0.431355009,0.452614144,7.625025748,13.8560009
1.68E+18,1,-0.138889576,-0.061883766,-0.014904163,0.215677505,0.431355009,0.406768098,13.55608892,13.8560009
1.68E+18,2,-0.138889576,-0.061883766,-0.014904163,0.215677505,0.431355009,0.472851425,18.53460133,13.8560009
1.68E+18,3,-0.202158979,-0.042974514,0.004952039,0.240181453,0.490266986,0.664272352,19.49186075,14.58000088
1.68E+18,4,-0.179510339,-0.015807039,0.063488807,0.131828571,0.390634756,0.664272352,17.20244047,14.58000088
1.68E+18,3,-0.179510339,-0.015807039,0.063488807,0.131828571,0.390634756,0.698197408,16.34731609,14.58000088
1.68E+18,3,-0.179510339,-0.015807039,0.063488807,0.131828571,0.390634756,0.618796466,14.07386541,14.58000088
1.68E+18,4,-0.191272842,0.027427435,0.048242679,0.115602727,0.382545684,0.397787435,6.158159077,14.6600008
1.68E+18,2,-0.242988759,-0.038273774,-0.018789608,0.300052141,0.600104282,0.477315977,11.54690257,14.6600008
1.68E+18,3,-0.253031981,-0.035295401,-0.015750895,0.304078276,0.608156553,0.448354944,13.8424815,14.6600008
1.68E+18,4,-0.257033928,-0.040463891,-0.021024096,0.318521915,0.637043829,0.443978413,13.35560918,14.6600008
1.68E+18,4,-0.257033928,-0.040463891,-0.021024096,0.318521915,0.637043829,0.575823768,14.26648998,14.6600008
1.68E+18,4,-0.257033928,-0.040463891,-0.021024096,0.318521915,0.637043829,0.6042663,13.10772992,12.24400043
1.68E+18,3,-0.257033928,-0.040463891,-0.021024096,0.318521915,0.637043829,0.613172822,10.95898211,12.24400043
1.68E+18,4,-0.23409012,-0.010832104,-0.11431745,0.359239674,0.718479348,0.468004727,7.592679018,12.24400043
1.68E+18,3,-0.23017028,-0.005769655,-0.130256173,0.366196108,0.732392216,0.276580037,6.28392064,12.24400043
1.68E+18,3,-0.23017028,-0.005769655,-0.130256173,0.366196108,0.732392216,0.38361171,6.009940355,13.84400082
1.68E+18,4,-0.221860915,-0.005258383,-0.153823215,0.380942514,0.761885027,0.581014158,4.936572238,13.84400082
1.68E+18,3,-0.185556018,-0.016467431,-0.163358189,0.365381638,0.730763277,0.561953055,5.781450353,13.84400082
1.68E+18,2,-0.185556018,-0.016467431,-0.163358189,0.365381638,0.730763277,0.524696141,7.872778959,13.84400082
1.68E+18,3,-0.087860175,0.101511271,-0.062999627,0.04934853,0.301719603,0.518552228,9.989481941,11.32400036
