timeS,t1,t2,t3,t4,t5,t6,t7,t8,t9
1.68E+18,7,-0.114675246,-0.372789255,0.462174337,0.025290165,0.974929004,0.2334242,5.1471635,8.952000618
1.68E+18,7,-0.197169503,-0.35617716,0.500901002,0.05244566,1.106693325,0.427252448,6.609388223,11.47200012
1.68E+18,8,-0.205799365,-0.363097801,0.484767375,0.084129791,1.137794332,0.859026226,9.576149632,11.47200012
1.68E+18,9,-0.211644852,-0.367785538,0.473839169,0.10559122,1.158860778,1.249135327,6.255817373,11.47200012
1.68E+18,10,-0.218785729,-0.373512102,0.460489215,0.131808616,1.184595662,1.289633327,10.37883862,11.47200012
1.68E+18,10,-0.217829782,-0.377640164,0.46227637,0.133193575,1.19093989,1.114014001,10.53795843,7.220000267
1.68E+18,7,-0.242048723,-0.273055679,0.416998776,0.098105626,1.030208805,0.696811349,10.8988735,7.220000267
1.68E+18,6,-0.240593834,-0.271660309,0.412040701,0.100213442,1.024508285,0.601743844,7.216054489,7.220000267
1.68E+18,9,-0.200176909,-0.232896796,0.274304978,0.158768727,0.866147409,0.599618231,4.716299523,7.220000267
1.68E+18,9,-0.200176909,-0.232896796,0.274304978,0.158768727,0.866147409,0.416362345,4.696860331,14.32800102
1.68E+18,8,-0.242715864,-0.222699932,0.291243917,0.174171879,0.930831591,0.430910998,6.25710693,14.32800102
1.68E+18,9,-0.250490106,-0.220836395,0.294339607,0.176986894,0.942653002,0.660716342,6.921872287,14.32800102
1.68E+18,8,-0.259508883,-0.218674536,0.297930868,0.18025255,0.956366837,0.812652996,7.24119094,14.32800102
1.68E+18,7,-0.259508883,-0.218674536,0.297930868,0.18025255,0.956366837,0.849651143,9.382279188,10.05200005
1.68E+18,6,-0.219387224,-0.216198502,0.302044033,0.133541693,0.871171452,0.746357648,11.85010612,10.05200005
1.68E+18,7,-0.194536075,-0.191245839,0.208258562,0.177523352,0.771563828,0.620054216,9.199021446,10.05200005
1.68E+18,5,-0.222297167,-0.081256468,0.166614763,0.136938872,0.607107271,0.836150721,9.864568532,10.05200005
1.68E+18,4,-0.222297167,-0.081256468,0.166614763,0.136938872,0.607107271,0.846370971,10.64997767,7.960000515
1.68E+18,4,-0.222297167,-0.081256468,0.166614763,0.136938872,0.607107271,0.811499154,6.755543695,7.960000515
1.68E+18,4,-0.215065575,-0.072713387,0.140268086,0.147510877,0.575557926,0.565849088,10.26399636,7.960000515
1.68E+18,4,-0.215065575,-0.072713387,0.140268086,0.147510877,0.575557926,0.170204587,9.200220785,7.960000515
1.68E+18,5,-0.238487989,-0.100383585,0.22560238,0.113269195,0.677743149,0.246195384,8.065236768,7.960000515
1.68E+18,5,-0.238487989,-0.100383585,0.22560238,0.113269195,0.677743149,0.429043912,8.937592074,6.388000488
1.68E+18,5,-0.121234789,-0.132955237,0.181228029,0.072961997,0.508380053,0.637755976,7.086156018,6.388000488
1.68E+18,5,-0.121234789,-0.132955237,0.181228029,0.072961997,0.508380053,0.787075236,7.103911221,6.388000488
1.68E+18,6,-0.126060347,-0.137716435,0.174741559,0.089035223,0.527553564,0.764153555,5.947467878,6.388000488
1.68E+18,6,-0.120230716,-0.15864663,0.182577694,0.096299652,0.557754693,0.639248193,8.507282854,8.692000389
1.68E+18,7,-0.098050883,-0.238279163,0.21239162,0.123938425,0.672660092,0.558031724,10.09169356,8.692000389
1.68E+18,8,-0.098050883,-0.238279163,0.21239162,0.123938425,0.672660092,0.542158888,12.15651881,8.692000389
1.68E+18,8,-0.101413621,-0.226205884,0.20787146,0.119748045,0.655239009,0.541672052,11.80389588,8.692000389
1.68E+18,8,-0.101413621,-0.226205884,0.20787146,0.119748045,0.655239009,0.465850219,13.8906703,8.692000389
1.68E+18,7,-0.099369897,-0.224445985,0.20152111,0.122294773,0.647631765,0.631895289,12.45188153,7.616000175
1.68E+18,6,-0.099369897,-0.224445985,0.20152111,0.122294773,0.647631765,0.618130907,8.829407305,7.616000175
1.68E+18,5,-0.113004867,-0.221034112,0.206806927,0.127232052,0.668077958,0.487400188,9.471680582,7.616000175
1.68E+18,5,-0.113004867,-0.221034112,0.206806927,0.127232052,0.668077958,0.393781692,10.90007633,7.616000175
1.68E+18,6,-0.109080677,-0.217587859,0.212146009,0.114522526,0.653337071,0.367314019,6.829244404,7.316000462
1.68E+18,4,-0.154262716,-0.25726707,0.150673296,0.26085649,0.823059571,0.749539436,13.00883341,7.316000462
1.68E+18,4,-0.154262716,-0.25726707,0.150673296,0.26085649,0.823059571,0.970141915,13.8749311,7.316000462
1.68E+18,4,-0.153876714,-0.25692808,0.149372838,0.261431955,0.821609588,1.041873316,14.61750729,7.316000462
1.68E+18,3,-0.150202642,-0.27107045,0.154363694,0.266909398,0.842546184,0.867672118,14.60089088,7.396000385
1.68E+18,4,-0.150202642,-0.27107045,0.154363694,0.266909398,0.842546184,0.504412184,14.23827177,7.396000385
1.68E+18,4,-0.150202642,-0.27107045,0.154363694,0.266909398,0.842546184,0.306259769,6.414691773,7.396000385
1.68E+18,5,-0.150202642,-0.27107045,0.154363694,0.266909398,0.842546184,0.389807316,7.678781269,7.396000385
1.68E+18,6,-0.167422232,-0.267085986,0.160673659,0.273834559,0.869016436,0.554932696,7.892442317,6.156000137
1.68E+18,7,-0.167422232,-0.267085986,0.160673659,0.273834559,0.869016436,0.582827036,12.12777852,6.156000137
1.68E+18,6,-0.282611309,-0.273775368,0.150080072,0.406306605,1.112773353,0.505323195,18.74437738,6.156000137
1.68E+18,7,-0.282611309,-0.273775368,0.150080072,0.406306605,1.112773353,0.349672087,17.45397091,6.156000137
1.68E+18,7,-0.279722393,-0.27085087,0.138603478,0.411969784,1.101146526,0.480682664,17.9411025,14.27200031
1.68E+18,4,-0.288446024,-0.231236011,0.1248133,0.394868735,1.03936407,0.504599861,18.63348603,14.27200031
1.68E+18,4,-0.288446024,-0.231236011,0.1248133,0.394868735,1.03936407,0.467361084,11.38895789,14.27200031
1.68E+18,4,-0.288446024,-0.231236011,0.1248133,0.394868735,1.03936407,0.377042689,6.954909831,14.27200031
1.68E+18,6,-0.248218725,-0.187774377,-0.037733742,0.473726844,0.947453689,0.219338417,4.794602958,14.27200031
1.68E+18,5,-0.248218725,-0.187774377,-0.037733742,0.473726844,0.947453689,0.32743188,7.681953771,13.41200066
1.68E+18,5,-0.2515538,-0.186940432,-0.036745745,0.475239978,0.950479956,0.646565401,7.217172868,13.41200066
1.68E+18,4,-0.158185608,-0.210287394,-0.06440554,0.432878542,0.865757083,0.663225419,7.217172868,13.41200066
1.68E+18,3,-0.105481911,-0.160845648,-0.005830529,0.272158088,0.544316177,0.941588976,10.99620658,13.41200066
1.68E+18,6,-0.076048009,-0.133233476,0.026882377,0.182399108,0.41856297,0.730057463,10.99620658,9.220000267
1.68E+18,6,-0.076048009,-0.133233476,0.026882377,0.182399108,0.41856297,0.489576504,8.195242428,9.220000267
1.68E+18,7,-0.062552065,-0.184143475,0.041881801,0.204813739,0.49339108,0.611690791,6.333397277,9.220000267
1.68E+18,4,-0.143349429,-0.19499201,0.237368959,0.10097248,0.676682877,0.604010703,8.980681747,9.220000267
1.68E+18,5,-0.160209226,-0.210835426,0.291740486,0.079304166,0.742089305,0.512740031,9.295791863,7.672000408
1.68E+18,5,-0.216422816,-0.263660219,0.473024913,0.007058122,0.960166069,0.398641617,9.693041384,7.672000408
1.68E+18,5,-0.216422816,-0.263660219,0.473024913,0.007058122,0.960166069,0.301975116,10.99228185,7.672000408
1.68E+18,5,-0.216422816,-0.263660219,0.473024913,0.007058122,0.960166069,0.313893422,9.360430569,7.672000408
1.68E+18,4,-0.224781877,-0.261746568,0.476853111,0.009675334,0.97305689,0.440283253,8.00103393,11.1960001
1.68E+18,4,-0.224781877,-0.261746568,0.476853111,0.009675334,0.97305689,0.412784368,7.135494975,11.1960001
1.68E+18,4,-0.224781877,-0.261746568,0.476853111,0.009675334,0.97305689,0.51115967,10.94672281,11.1960001
1.68E+18,4,-0.224781877,-0.261746568,0.476853111,0.009675334,0.97305689,0.75003349,9.444883325,11.1960001
1.68E+18,4,-0.20770672,-0.245485605,0.509382663,-0.056190338,1.018765326,1.064388764,11.56865269,7.232000351
1.68E+18,3,-0.20561665,-0.254047198,0.513364415,-0.053700568,1.02672883,0.901931025,8.020949607,7.232000351
1.68E+18,2,-0.225391385,-0.173043587,0.475691949,-0.077256978,0.951383898,0.830412894,9.469782065,7.232000351
1.68E+18,3,-0.079785961,-0.017598196,0.001190458,0.096193699,0.194768313,0.657207091,10.05374867,7.232000351
1.68E+18,2,-0.083041586,-0.021073835,0.011799946,0.092315475,0.208230842,0.744611679,11.11464298,7.732000351
1.68E+18,2,-0.185643546,-0.043711289,0.162298917,0.067055918,0.45870967,0.622168495,8.093759773,7.732000351
1.68E+18,2,-0.273394188,-0.146755783,0.037055879,0.383094092,0.840299941,0.54605822,9.119586113,7.732000351
1.68E+18,3,-0.273394188,-0.146755783,0.037055879,0.383094092,0.840299941,0.539970047,12.09913811,7.732000351
1.68E+18,4,-0.323933606,-0.133582158,0.053067455,0.404448309,0.915031528,0.676920467,16.03038899,6.768000126
1.68E+18,5,-0.333272868,-0.131147782,0.056026261,0.40839439,0.9288413,0.632121824,15.46655807,6.768000126
1.68E+18,6,-0.339721504,-0.139551389,0.045812292,0.433460601,0.958545786,0.606230705,16.51453087,6.768000126
1.68E+18,6,-0.339721504,-0.139551389,0.045812292,0.433460601,0.958545786,0.731205374,18.62929782,6.768000126
1.68E+18,6,-0.330694465,-0.182473964,0.060110181,0.453058248,1.026336859,0.648940459,16.16339864,6.768000126
1.68E+18,6,-0.330694465,-0.182473964,0.060110181,0.453058248,1.026336859,0.619085251,9.514877468,13.16800022
1.68E+18,6,-0.330694465,-0.182473964,0.060110181,0.453058248,1.026336859,0.482133508,9.07508117,13.16800022
1.68E+18,6,-0.28494679,-0.126595276,-0.140834106,0.552376172,1.104752345,0.434165954,7.477150916,13.16800022
1.68E+18,5,-0.302246915,-0.147726585,-0.064844206,0.514817707,1.029635413,0.356142646,4.411407009,13.16800022
1.68E+18,5,-0.386778075,-0.125910028,-0.04090602,0.553594122,1.107188244,0.314707869,7.555338114,9.504000664
1.68E+18,5,-0.286258862,-0.151852925,-0.069371827,0.507483614,1.014967228,0.363118061,7.59869048,9.504000664
1.68E+18,5,-0.286258862,-0.151852925,-0.069371827,0.507483614,1.014967228,0.585391128,7.053645089,9.504000664
1.68E+18,5,-0.269862642,-0.132369102,-0.04799323,0.450224974,0.900449948,0.561710739,7.373931452,9.504000664
1.68E+18,5,-0.27952109,-0.238188451,-0.060586624,0.578296164,1.156592329,0.542910725,7.998144863,14.50800037
1.68E+18,5,-0.309394801,-0.103921222,-0.099538165,0.512854188,1.025708375,0.548913614,7.755916966,14.50800037
1.68E+18,5,-0.309394801,-0.103921222,-0.099538165,0.512854188,1.025708375,0.551998869,10.25998711,14.50800037
1.68E+18,5,-0.309394801,-0.103921222,-0.099538165,0.512854188,1.025708375,0.66065991,10.9961791,14.50800037
1.68E+18,5,-0.309394801,-0.103921222,-0.099538165,0.512854188,1.025708375,0.511908829,10.49975216,13.83200073
1.68E+18,5,-0.290668123,-0.079622854,-0.183586263,0.55387724,1.10775448,0.486954869,8.978690503,13.83200073
1.68E+18,6,-0.290668123,-0.079622854,-0.183586263,0.55387724,1.10775448,0.447612242,9.438179075,13.83200073
1.68E+18,5,-0.188383838,-0.108231062,-0.208962962,0.505577862,1.011155725,0.400200502,7.42434252,13.83200073
1.68E+18,4,-0.126659841,-0.125494838,-0.224276666,0.476431345,0.95286269,0.364530341,6.473155289,10.86400032
1.68E+18,3,-0.126659841,-0.125494838,-0.224276666,0.476431345,0.95286269,0.367070586,4.433298215,10.86400032
1.68E+18,3,-0.038188541,-0.036905521,-0.145694168,0.220788231,0.441576462,0.407088682,4.836825713,10.86400032
1.68E+18,2,-0.026111096,-0.075039876,-0.134966669,0.236117642,0.472235283,0.324571144,6.407418558,10.86400032
1.68E+18,2,-0.113673357,-0.210796083,0.199491021,0.124978419,0.648938881,0.457335574,7.640860678,7.804000378
1.68E+18,2,-0.136948464,-0.126479966,0.167992158,0.095436272,0.526856859,0.427964863,8.029548796,7.804000378
1.68E+18,2,-0.136948464,-0.126479966,0.167992158,0.095436272,0.526856859,0.361157071,8.803204537,7.804000378
1.68E+18,3,-0.136948464,-0.126479966,0.167992158,0.095436272,0.526856859,0.310584243,7.997571261,7.804000378
1.68E+18,4,-0.092090283,-0.081077672,0.228700008,-0.055532053,0.457400017,0.369437057,5.102472395,7.804000378
1.68E+18,3,-0.092090283,-0.081077672,0.228700008,-0.055532053,0.457400017,0.435670594,5.906357408,11.12000084
1.68E+18,4,-0.173323986,-0.114589812,0.183890599,0.104023198,0.575827595,0.420453991,14.90089046,11.12000084
1.68E+18,5,-0.173323986,-0.114589812,0.183890599,0.104023198,0.575827595,0.410682916,15.15328574,11.12000084
1.68E+18,5,-0.218370297,-0.1628366,0.119379347,0.26182755,0.762413795,0.430834926,15.58959091,11.12000084
1.68E+18,6,-0.218370297,-0.1628366,0.119379347,0.26182755,0.762413795,0.498149638,15.55629092,10.68800068
1.68E+18,7,-0.195780909,-0.138642268,0.036128345,0.298294833,0.668846355,0.379150767,14.34613903,10.68800068
1.68E+18,6,-0.168320648,-0.245811991,0.071507205,0.342625434,0.828265278,0.329040754,7.867034375,10.68800068
1.68E+18,6,-0.168320648,-0.245811991,0.071507205,0.342625434,0.828265278,0.195646327,7.954058244,10.68800068
1.68E+18,6,-0.168320648,-0.245811991,0.071507205,0.342625434,0.828265278,0.154002097,6.807076825,12.36000061
1.68E+18,5,-0.146567605,-0.226085778,-0.005089176,0.37774256,0.755485119,0.199048354,5.246304423,12.36000061
1.68E+18,5,-0.148219527,-0.227583783,-0.007014947,0.382818258,0.765636516,0.289675326,4.32576187,12.36000061
1.68E+18,6,-0.149815266,-0.227192269,-0.006511633,0.383519168,0.767038335,0.414185657,4.957832114,12.36000061
1.68E+18,6,-0.149815266,-0.227192269,-0.006511633,0.383519168,0.767038335,0.485917932,8.049711898,8.092000008
1.68E+18,6,-0.149815266,-0.227192269,-0.006511633,0.383519168,0.767038335,0.538340915,10.85672737,8.092000008
1.68E+18,5,-0.183581856,-0.257885694,-0.04596978,0.487437331,0.974874662,0.549804449,11.32519188,8.092000008
1.68E+18,4,-0.176350605,-0.286741728,-0.037519659,0.500611992,1.001223985,0.507569744,12.06672319,8.092000008
1.68E+18,4,-0.213123696,-0.140000101,-0.08049107,0.433614868,0.867229736,0.448778839,11.72007176,10.28800011
1.68E+18,4,-0.213123696,-0.140000101,-0.08049107,0.433614868,0.867229736,0.456123562,6.849036187,10.28800011
1.68E+18,4,-0.213123696,-0.140000101,-0.08049107,0.433614868,0.867229736,0.346989022,6.576809855,10.28800011
1.68E+18,4,-0.20120972,-0.126978972,-0.127132325,0.455321016,0.910642032,0.318489016,5.182545895,10.28800011
1.68E+18,4,-0.20120972,-0.126978972,-0.127132325,0.455321016,0.910642032,0.409905851,6.231408591,8.976000786
1.68E+18,3,-0.261302156,-0.110590804,-0.110747036,0.482639997,0.965279993,0.576371209,6.714940122,8.976000786
1.68E+18,2,-0.250502148,-0.113536139,-0.113691854,0.477730141,0.955460281,0.609594866,12.15467542,8.976000786
1.68E+18,2,-0.250502148,-0.113536139,-0.113691854,0.477730141,0.955460281,0.671979829,11.17078209,8.976000786
1.68E+18,6,-0.126070795,0.03363426,0.033452694,0.05898384,0.252141589,0.593636587,12.94468042,8.976000786
1.68E+18,6,-0.127893925,0.031477964,0.031296777,0.065119184,0.25578785,0.519767612,14.17768198,9.384000778
1.68E+18,7,-0.123473979,-0.074848465,0.036523522,0.161798921,0.396644887,0.557791054,13.38917691,9.384000778
1.68E+18,2,-0.200084148,-0.185104148,0.324932981,0.060255316,0.770376593,0.590478048,11.74058658,9.384000778
1.68E+18,3,-0.200084148,-0.185104148,0.324932981,0.060255316,0.770376593,0.543012074,11.58489233,9.384000778
1.68E+18,6,-0.170686427,-0.302159965,0.373625615,0.099220777,0.945692785,0.447367071,9.755293428,7.256000519
1.68E+18,5,-0.192635685,-0.320629542,0.44313728,0.070127946,1.026530452,0.415383191,8.334834516,7.256000519
1.68E+18,5,-0.192635685,-0.320629542,0.44313728,0.070127946,1.026530452,0.487970769,7.286177516,7.256000519
1.68E+18,5,-0.15329534,-0.329000891,0.425354632,0.056941599,0.964592461,0.356144489,5.112511666,7.256000519
1.68E+18,5,-0.15329534,-0.329000891,0.425354632,0.056941599,0.964592461,0.315659047,7.615405828,10.30000019
1.68E+18,5,-0.15329534,-0.329000891,0.425354632,0.056941599,0.964592461,0.291611276,5.988421754,10.30000019
1.68E+18,5,-0.15329534,-0.329000891,0.425354632,0.056941599,0.964592461,0.384719318,5.405111951,10.30000019
1.68E+18,5,-0.135730844,-0.315081325,0.454922953,-0.004110784,0.909845906,0.570753048,4.279300418,10.30000019
1.68E+18,5,-0.137872409,-0.306866916,0.451317813,-0.006578488,0.902635626,0.76389305,7.821890799,7.320000172
1.68E+18,4,-0.168258265,-0.190315742,0.400165831,-0.041591825,0.800331663,0.754364827,7.81379356,7.320000172
1.68E+18,3,-0.168258265,-0.190315742,0.400165831,-0.041591825,0.800331663,0.604381033,8.460325882,7.320000172
1.68E+18,3,-0.152365175,-0.17484413,0.350487672,-0.023278366,0.700975343,0.378479425,7.902571768,7.320000172
1.68E+18,3,-0.152365175,-0.17484413,0.350487672,-0.023278366,0.700975343,0.317585526,5.926791608,15.84400082
1.68E+18,3,-0.169795172,-0.170281694,0.357954762,-0.017877896,0.715909524,0.325140322,5.756497611,15.84400082
1.68E+18,2,-0.229267837,-0.222566772,0.272382622,0.179451987,0.903669218,0.366505974,11.14952797,15.84400082
1.68E+18,3,-0.229267837,-0.222566772,0.272382622,0.179451987,0.903669218,0.432211791,10.18676412,15.84400082
1.68E+18,4,-0.242330669,-0.219421948,0.277529585,0.184223032,0.923505234,0.466922642,13.41514123,11.60400009
1.68E+18,4,-0.249377492,-0.226681838,0.265647719,0.210411611,0.95211866,0.509387766,14.14802379,11.60400009
1.68E+18,7,-0.209919024,-0.186030312,0.045286454,0.350662882,0.791898672,0.491568803,13.20481217,11.60400009
1.68E+18,7,-0.202252184,-0.216947123,0.055429774,0.363769533,0.838398614,0.484789126,11.25973541,11.60400009
1.68E+18,8,-0.177058492,-0.318541605,0.088761326,0.406838771,0.991200194,0.331370048,10.14511105,11.60400009
1.68E+18,4,-0.246321434,-0.039236267,-0.002874364,0.288432065,0.57686413,0.362961568,7.627986939,11.13200092
1.68E+18,4,-0.246114781,-0.038972833,-0.003697729,0.288785343,0.577570687,0.400195965,7.451647908,11.13200092
1.68E+18,4,-0.246114781,-0.038972833,-0.003697729,0.288785343,0.577570687,0.569498218,7.472846776,11.13200092
1.68E+18,4,-0.212244258,-0.049000356,-0.01409332,0.275337934,0.550675869,0.723170376,4.446615933,11.13200092
1.68E+18,3,-0.212244258,-0.049000356,-0.01409332,0.275337934,0.550675869,0.723985493,8.884031165,8.976000786
1.68E+18,2,-0.212244258,-0.049000356,-0.01409332,0.275337934,0.550675869,0.58663401,8.884031165,8.976000786
1.68E+18,2,-0.212244258,-0.049000356,-0.01409332,0.275337934,0.550675869,0.476133197,8.13862901,8.976000786
1.68E+18,4,-0.123490821,0.058145149,0.096985029,-0.031639357,0.310260355,0.414515882,9.923612825,8.976000786
1.68E+18,4,-0.110398447,0.07395061,0.053622839,-0.017175002,0.255146898,0.754253983,12.97655284,9.808000565
1.68E+18,3,-0.100482736,0.08592112,0.020781817,-0.006220201,0.213405874,0.813835755,12.97655284,9.808000565
1.68E+18,6,-0.032018139,-0.135876999,0.098476175,0.069418963,0.335790277,0.883974753,12.52043603,9.808000565
1.68E+18,4,-0.045997819,-0.090588384,0.082611884,0.053974319,0.273172407,0.869993016,11.09136082,9.808000565
1.68E+18,5,-0.011013738,-0.057239477,-0.024371251,0.092624465,0.185248931,0.374820336,12.43322743,18.34800148
1.68E+18,6,-0.047331999,-0.030251068,0.003558077,0.07402499,0.155166134,0.437036648,5.956691751,18.34800148
1.68E+18,2,-0.132144022,-0.093683163,-0.062085503,0.287912688,0.575825375,0.479516168,9.341618331,18.34800148
1.68E+18,1,-0.03725865,-0.121139184,-0.090498745,0.248896578,0.497793156,0.479063281,7.721217961,18.34800148
1.68E+18,2,-0.03725865,-0.121139184,-0.090498745,0.248896578,0.497793156,0.438294325,9.25758943,11.44800091
1.68E+18,2,-0.03725865,-0.121139184,-0.090498745,0.248896578,0.497793156,0.492228104,10.90844426,11.44800091
1.68E+18,3,-0.03725865,-0.121139184,-0.090498745,0.248896578,0.497793156,0.598270225,10.3311872,11.44800091
1.68E+18,4,-0.03725865,-0.121139184,-0.090498745,0.248896578,0.497793156,0.633234357,6.692264387,11.44800091
1.68E+18,4,-0.148258737,-0.222468193,0.265822951,0.104903979,0.741453859,0.517304611,6.935264677,7.808000565
1.68E+18,5,-0.128792479,-0.296116611,0.294752905,0.130156185,0.84981818,0.311615386,7.953721435,7.808000565
1.68E+18,5,-0.128792479,-0.296116611,0.294752905,0.130156185,0.84981818,0.276580393,7.639558099,7.808000565
1.68E+18,5,-0.128792479,-0.296116611,0.294752905,0.130156185,0.84981818,0.453953803,4.596800454,7.808000565
1.68E+18,6,-0.125442074,-0.293409685,0.29973214,0.119119619,0.837703518,0.522158414,4.610444621,7.808000565
1.68E+18,6,-0.184345636,-0.280092949,0.324227507,0.140211078,0.928877171,0.485850037,4.704355027,17.09200096
1.68E+18,6,-0.184345636,-0.280092949,0.324227507,0.140211078,0.928877171,0.412702621,5.711290901,17.09200096
1.68E+18,7,-0.33101782,-0.246933754,0.385221935,0.192729638,1.155903148,0.363797784,5.941485589,17.09200096
1.68E+18,6,-0.134914817,-0.278997306,0.326242881,0.087669242,0.827824245,0.417844178,5.955830371,17.09200096
1.68E+18,6,-0.080561699,-0.23369686,0.409570438,-0.095311879,0.819140877,0.345901994,6.01798836,17.09200096
1.68E+18,6,-0.055949648,-0.213184019,0.307407507,-0.038273839,0.614815014,0.387724981,5.857434011,11.80400085
1.68E+18,6,-0.076531351,-0.290178757,0.278904077,0.087806031,0.733420216,0.336223597,4.765590072,11.80400085
1.68E+18,4,-0.120266946,-0.362136188,0.218335014,0.26406812,0.964806268,0.550679245,16.03060164,11.80400085
1.68E+18,4,-0.120266946,-0.362136188,0.218335014,0.26406812,0.964806268,0.628254646,16.27458359,11.80400085
1.68E+18,4,-0.138783328,-0.29137086,0.19269183,0.237462358,0.860308377,0.597810047,16.74834168,9.732000351
1.68E+18,4,-0.101023184,-0.260300934,0.069605081,0.291719037,0.722648238,0.580970733,16.28396976,9.732000351
1.68E+18,4,-0.118938974,-0.275042464,0.128005186,0.265976252,0.787962877,0.314387671,16.48769617,9.732000351
1.68E+18,5,-0.147563965,-0.298595773,0.221314073,0.224845664,0.892319475,0.324035326,3.064319358,9.732000351
1.68E+18,5,-0.214407995,-0.283700226,0.247250816,0.250857406,0.996216443,0.485924286,6.96723596,9.808000565
1.68E+18,3,-0.067885966,-0.316351245,0.19039751,0.193839701,0.768474423,0.812197415,9.654070772,9.808000565
1.68E+18,4,-0.067885966,-0.316351245,0.19039751,0.193839701,0.768474423,0.999626507,11.79576294,9.808000565
1.68E+18,5,-0.067885966,-0.316351245,0.19039751,0.193839701,0.768474423,1.018613824,18.37634683,9.808000565
1.68E+18,7,-0.036709577,-0.293485267,0.230212698,0.099982146,0.660389689,1.050547237,18.62457666,8.98800087
1.68E+18,4,-0.062089198,-0.206712469,0.19780053,0.071001137,0.537603333,0.770900712,18.42999014,8.98800087
1.68E+18,4,-0.062089198,-0.206712469,0.19780053,0.071001137,0.537603333,0.768119992,14.71070543,8.98800087
1.68E+18,5,-0.062089198,-0.206712469,0.19780053,0.071001137,0.537603333,0.680859028,9.843101531,8.98800087
1.68E+18,5,-0.062089198,-0.206712469,0.19780053,0.071001137,0.537603333,0.44787055,7.523980729,9.020000458
1.68E+18,6,-0.044304795,-0.191670372,0.144666007,0.091309161,0.471950336,0.412074876,6.133635664,9.020000458
1.68E+18,5,-0.041417317,-0.192437061,0.143580309,0.09027407,0.467708757,0.624563789,11.85849915,9.020000458
1.68E+18,5,-0.041417317,-0.192437061,0.143580309,0.09027407,0.467708757,0.941605015,11.72521621,9.020000458
1.68E+18,5,-0.041417317,-0.192437061,0.143580309,0.09027407,0.467708757,0.983126864,12.96057776,7.764000416
1.68E+18,7,0.060945478,-0.106200995,0.26569818,-0.220442663,0.653287316,0.944052191,12.32198226,7.764000416
1.68E+18,6,0.060945478,-0.106200995,0.26569818,-0.220442663,0.653287316,0.749578746,15.7015301,7.764000416
1.68E+18,4,0.026325563,-0.171925454,0.224396941,-0.07879705,0.501445007,0.698150382,10.94768834,7.764000416
1.68E+18,3,-0.079133836,-0.260920855,0.513509336,-0.173454645,1.027018672,0.835931316,11.44696963,7.764000416
1.68E+18,3,-0.079133836,-0.260920855,0.513509336,-0.173454645,1.027018672,0.727901966,10.06627328,7.008000374
1.68E+18,3,-0.073871877,-0.279554215,0.522157741,-0.168731649,1.044315482,0.633685588,11.61291596,7.008000374
1.68E+18,4,-0.073871877,-0.279554215,0.522157741,-0.168731649,1.044315482,0.507525295,12.52857149,7.008000374
1.68E+18,5,-0.151079235,-0.261458563,0.560390231,-0.147852434,1.120780462,0.451097847,9.188066453,7.008000374
1.68E+18,5,-0.151079235,-0.261458563,0.560390231,-0.147852434,1.120780462,0.505568818,15.22725307,17.52800179
1.68E+18,5,-0.151079235,-0.261458563,0.560390231,-0.147852434,1.120780462,0.472604364,15.75785053,17.52800179
1.68E+18,5,-0.151079235,-0.261458563,0.560390231,-0.147852434,1.120780462,0.484134645,14.54489731,17.52800179
1.68E+18,5,-0.151079235,-0.261458563,0.560390231,-0.147852434,1.120780462,0.574658425,15.21505314,17.52800179
1.68E+18,5,-0.143219434,-0.254620718,0.574837229,-0.176997078,1.149674458,0.69747378,12.25639677,27.28800201
1.68E+18,6,-0.139397037,-0.251295321,0.564017734,-0.173325375,1.128035468,0.608889107,7.123313933,27.28800201
1.68E+18,6,-0.152381647,-0.202240411,0.540420139,-0.185798081,1.080840278,0.580891263,8.542252928,27.28800201
1.68E+18,6,-0.152381647,-0.202240411,0.540420139,-0.185798081,1.080840278,0.522843044,8.4134813,27.28800201
1.68E+18,6,-0.152381647,-0.202240411,0.540420139,-0.185798081,1.080840278,0.390845894,10.03215671,11.96800041
1.68E+18,6,-0.20886248,-0.187947051,0.568019657,-0.171210126,1.136039314,0.475294099,5.451862678,11.96800041
1.68E+18,6,-0.279315251,-0.260262393,0.428383592,0.111194052,1.079155289,0.501028594,12.4829807,11.96800041
1.68E+18,7,-0.285249563,-0.266353591,0.416621899,0.134981255,1.103206307,0.423858229,14.33753073,11.96800041
1.68E+18,7,-0.305519197,-0.287159097,0.376447864,0.21623043,1.18535659,0.303353511,13.11093375,9.664000511
1.68E+18,7,-0.305519197,-0.287159097,0.376447864,0.21623043,1.18535659,0.385896321,12.81521699,9.664000511
1.68E+18,8,-0.391871204,-0.224604407,0.389081813,0.227393798,1.232951222,0.463440216,14.46523738,9.664000511
1.68E+18,8,-0.388660161,-0.220510162,0.375295639,0.233874684,1.218340647,0.536092259,8.197606785,9.664000511
1.68E+18,7,-0.388660161,-0.220510162,0.375295639,0.233874684,1.218340647,0.483007519,7.661535114,10.42400074
1.68E+18,6,-0.388660161,-0.220510162,0.375295639,0.233874684,1.218340647,0.465849041,7.326742493,10.42400074
1.68E+18,5,-0.327203761,-0.142150081,0.111440954,0.357912889,0.938707686,0.555614106,7.400480464,10.42400074
1.68E+18,5,-0.261113699,-0.106129821,-0.047686774,0.414930294,0.829860587,0.633382466,8.796665714,10.42400074
